0.0,7.183185694180974e-17,2.700176003915877e-16
1.0,7.183212232005369e-17,2.7001811070774534e-16
2.0,7.183265306966549e-17,2.700191313421472e-16
3.0,7.183344917689376e-17,2.7002066229896676e-16
4.0,7.183451062111311e-17,2.7002270358446366e-16
5.0,7.18358373748263e-17,2.700252552069849e-16
6.0,7.18374294036671e-17,2.7002831717696356e-16
7.0,7.18392866664036e-17,2.7003188950691986e-16
8.0,7.184140911494269e-17,2.7003597221146084e-16
9.0,7.184379669433471e-17,2.700405653072804e-16
10.0,7.184644934277918e-17,2.7004566881315927e-16
11.0,7.184213795778429e-17,6.25001086968975e-17
12.0,7.18427496197516e-17,5.688392986128408e-17
13.0,7.184303320612475e-17,5.205596410695651e-17
14.0,7.184291328415384e-17,4.787312578779469e-17
15.0,7.184231335866774e-17,4.422317535874777e-17
16.0,7.184115441831116e-17,4.10172153502419e-17
17.0,7.18393544171854e-17,3.818417277334909e-17
18.0,7.183683151232128e-17,3.566671333633918e-17
19.0,7.183349983219949e-17,3.3418190722904573e-17
20.0,7.182927577480339e-17,3.140034852385316e-17
21.0,7.182407038540025e-17,2.9581573553097666e-17
22.0,7.181779993653728e-17,2.7935556436610837e-17
23.0,7.181037311087902e-17,2.6440255611086264e-17
24.0,7.18017079674551e-17,2.507708930778408e-17
25.0,7.179171150455886e-17,2.3830300305136343e-17
26.0,7.178030578545444e-17,2.2686452692394703e-17
27.0,7.176739673103642e-17,2.163403031012181e-17
28.0,7.175291294748391e-17,2.0663114107170253e-17
29.0,7.173675976989721e-17,1.976512120102785e-17
30.0,7.171887521378068e-17,1.893259252358487e-17
31.0,7.169916435593915e-17,1.815901898118756e-17
32.0,7.167757779601014e-17,1.743869834190691e-17
33.0,7.165402046569055e-17,1.6766616787849826e-17
34.0,7.162845900535267e-17,1.6138350382246884e-17
35.0,7.16007980313639e-17,1.5549982705699593e-17
36.0,7.157102391911472e-17,1.499803569041057e-17
37.0,7.153904046956492e-17,1.4479411281993423e-17
38.0,7.150479348135562e-17,1.3991342027351695e-17
39.0,7.146830523106687e-17,1.3531349055226287e-17
40.0,7.142955656589067e-17,1.309720620661813e-17
41.0,7.138844643021004e-17,1.2686909302961957e-17
42.0,7.134494276033314e-17,1.2298649723960803e-17
43.0,7.129913085047617e-17,1.1930791614554077e-17
44.0,7.125090014420594e-17,1.1581852159375862e-17
45.0,7.120037333153093e-17,1.1250484459278024e-17
46.0,7.11474311323536e-17,1.0935462622711465e-17
47.0,7.109207192142474e-17,1.0635668748614212e-17
48.0,7.10344800634574e-17,1.0350081529799459e-17
49.0,7.097451592963614e-17,1.0077766248911859e-17
50.0,7.09124100160462e-17,9.81786597460508e-18
51.0,7.084800536350128e-17,9.569593795094332e-18
52.0,7.078133056076071e-17,9.332225950784361e-18
53.0,7.071268947449739e-17,9.105095748164467e-18
54.0,7.064188996193992e-17,8.88758815432587e-18
55.0,7.056897619032253e-17,8.679134985877683e-18
56.0,7.049433065003126e-17,8.47921061819211e-18
57.0,7.041807323593664e-17,8.287328151183842e-18
58.0,7.033957041193185e-17,8.103035976537526e-18
59.0,7.025962132295482e-17,7.925914698700966e-18
60.0,7.01783630542003e-17,7.755574368273071e-18
61.0,7.009502912432402e-17,7.591651991806786e-18
62.0,7.001057365269065e-17,7.433809286668662e-18
63.0,6.992463936690412e-17,7.28173065356361e-18
64.0,6.983783343503506e-17,7.135121342749277e-18
65.0,6.974975052166365e-17,6.993705792910932e-18
66.0,6.966046661108796e-17,6.8572261242172964e-18
67.0,6.957067419691775e-17,6.725440769284468e-18
68.0,6.947988889646714e-17,6.5981232276940914e-18
69.0,6.938818704307505e-17,6.475060931380908e-18
70.0,6.9295644011927e-17,6.356054209658821e-18
71.0,6.92030640393836e-17,6.240915343927275e-18
72.0,6.91098479823777e-17,6.129467703211205e-18
73.0,6.901685426823421e-17,6.021544952664255e-18
74.0,6.892260900007144e-17,5.916990328021412e-18
75.0,6.882878166158157e-17,5.815655969741522e-18
76.0,6.873465224845333e-17,5.717402311244924e-18
77.0,6.864118392946916e-17,5.622097516237741e-18
78.0,6.85466684041459e-17,5.529616960634092e-18
79.0,6.845299004180063e-17,5.4398427550460925e-18
80.0,6.835930639238434e-17,5.3526633042198736e-18
81.0,6.826667900236105e-17,5.2679729001577056e-18
82.0,6.817420390440566e-17,5.1856713459882736e-18
83.0,6.808086940070782e-17,5.105663607934408e-18
84.0,6.7988814327079e-17,5.02785949298347e-18
85.0,6.789815706523306e-17,4.9521733500942624e-18
86.0,6.78067428687649e-17,4.878523792979009e-18
87.0,6.77168516264757e-17,4.806833442681947e-18
88.0,6.762740751070269e-17,4.737028688340786e-18
89.0,6.753844177877942e-17,4.6690394646642595e-18
90.0,6.745120909493764e-17,4.60279904479219e-18
91.0,6.736330638839397e-17,4.5382438473233885e-18
92.0,6.727722948862107e-17,4.475313256404505e-18
93.0,6.719177430445545e-17,4.413949453869962e-18
94.0,6.710695858655412e-17,4.354097262510385e-18
95.0,6.702280016058174e-17,4.2957039996268924e-18
96.0,6.694065889874542e-17,4.238719340099176e-18
97.0,6.685923829609653e-17,4.183095188261477e-18
98.0,6.677854876996833e-17,4.1287855579383415e-18
99.0,6.669859838331857e-17,4.07574646004631e-18
100.0,6.661939380603821e-17,4.023935797215796e-18
101.0,6.654094123722213e-17,3.973313264931729e-18
102.0,6.646468684285252e-17,3.923840258731872e-18
103.0,6.63877630535774e-17,3.875479787038064e-18
104.0,6.631307079938047e-17,3.828196389229452e-18
105.0,6.623916557610869e-17,3.781956058596895e-18
106.0,6.616604599195665e-17,3.736726169845953e-18
107.0,6.609371021683013e-17,3.692475410840987e-18
108.0,6.602367356680354e-17,3.649173718306623e-18
109.0,6.595290470224136e-17,3.606792217223801e-18
110.0,6.588444615332357e-17,3.565303163677602e-18
111.0,6.581677355031811e-17,3.524679890931497e-18
112.0,6.574987878822739e-17,3.484896758519904e-18
113.0,6.568375395441239e-17,3.4459291041652137e-18
114.0,6.561839043420295e-17,3.40775319834011e-18
115.0,6.555378083644593e-17,3.3703462013083694e-18
116.0,6.549150740855341e-17,3.333686122489429e-18
117.0,6.542838483680871e-17,3.2977517820026336e-18
118.0,6.536759313792643e-17,3.2625227742572793e-18
119.0,6.53075293386073e-17,3.2279794334638298e-18
120.0,6.524656661259475e-17,3.1941028009499995e-18
121.0,6.518792185469948e-17,3.1608745941737746e-18
122.0,6.512997289834403e-17,3.1282771773320013e-18
123.0,6.50743403598386e-17,3.0962935334707942e-18
124.0,6.501775344409952e-17,3.064907238009553e-18
125.0,6.496182868004522e-17,3.0341024335965527e-18
126.0,6.490819807763621e-17,3.003863806219363e-18
127.0,6.485356659471963e-17,2.9741765624982485e-18
128.0,6.480121334379694e-17,2.9450264080954422e-18
129.0,6.474783017087957e-17,2.9163995271773567e-18
130.0,6.469670744078661e-17,2.888282562870983e-18
131.0,6.464618424182428e-17,2.860662598659088e-18
132.0,6.459624833869461e-17,2.8335271406626777e-18
133.0,6.454688771707479e-17,2.806864100762101e-18
134.0,6.449809290728588e-17,2.780661780511261e-18
135.0,6.44498514530351e-17,2.7549088558022583e-18
136.0,6.440381634572609e-17,2.729594362240206e-18
137.0,6.435664903712454e-17,2.7047076811905406e-18
138.0,6.43100031860106e-17,2.6802385264633867e-18
139.0,6.426553289656755e-17,2.6561769316014745e-18
140.0,6.422156256191525e-17,2.6325132377404064e-18
141.0,6.417641554071744e-17,2.6092380820114837e-18
142.0,6.413341220997654e-17,2.5863423864594424e-18
143.0,6.409087739411485e-17,2.563817347448782e-18
144.0,6.404713577375396e-17,2.541654425533929e-18
145.0,6.400550778302522e-17,2.5198453357700083e-18
146.0,6.396431812964634e-17,2.4983820384421538e-18
147.0,6.392355715786241e-17,2.477256730192599e-18
148.0,6.388321463653569e-17,2.456461835526023e-18
149.0,6.384328142059549e-17,2.4359899986745687e-18
150.0,6.380540709322765e-17,2.4158340758050192e-18
151.0,6.376626549068934e-17,2.395987127551717e-18
152.0,6.372750609085737e-17,2.376442411859494e-18
153.0,6.368912002156974e-17,2.357193377121846e-18
154.0,6.365275197537755e-17,2.338233655600388e-18
155.0,6.361508773219168e-17,2.3195570571123318e-18
156.0,6.357941955014312e-17,2.3011575629734188e-18
157.0,6.354244280887776e-17,2.2830293201844945e-18
158.0,6.350744380961051e-17,2.2651666358504085e-18
159.0,6.347276480903205e-17,2.247563971820592e-18
160.0,6.343676109468466e-17,2.2302159395411758e-18
161.0,6.340270444143821e-17,2.213117295109047e-18
162.0,6.336894621460688e-17,2.1962629345189173e-18
163.0,6.333547991676805e-17,2.179647889094402e-18
164.0,6.330066752065943e-17,2.163267321095145e-18
165.0,6.326776527991217e-17,2.147116519492353e-18
166.0,6.32351327102053e-17,2.1311908959048266e-18
167.0,6.320276482805288e-17,2.1154859806890016e-18
168.0,6.317065420786269e-17,2.0999974191760334e-18
169.0,6.313879300074196e-17,2.084720968049474e-18
170.0,6.31071780017945e-17,2.06965249185778e-18
171.0,6.30758020261494e-17,2.0547879596556674e-18
172.0,6.304465815197783e-17,2.0401234417688053e-18
173.0,6.301534525361465e-17,2.0256551066769252e-18
174.0,6.298464638104544e-17,2.0113792180100302e-18
175.0,6.29541624281409e-17,1.9972921316531523e-18
176.0,6.292388679424444e-17,1.9833902929551344e-18
177.0,6.289541012303978e-17,1.9696702340370948e-18
178.0,6.286553630525091e-17,1.9561285711965597e-18
179.0,6.283585532587969e-17,1.9427620024032207e-18
180.0,6.28079482389276e-17,1.9295673048827495e-18
181.0,6.277863634231136e-17,1.9165413327849693e-18
182.0,6.275108214102772e-17,1.903681014933034e-18
183.0,6.272212157226855e-17,1.890983352650574e-18
184.0,6.269332817032783e-17,1.8784454176632463e-18
185.0,6.266626882546009e-17,1.866064350072255e-18
186.0,6.263936320420816e-17,1.8538373563967318e-18
187.0,6.261104427778106e-17,1.8417617076822708e-18
188.0,6.258443701904811e-17,1.829834737673119e-18
189.0,6.25564132854891e-17,1.818053841045697e-18
190.0,6.253008555482894e-17,1.806416471700656e-18
191.0,6.250233994629128e-17,1.7949201411117683e-18
192.0,6.247627520494754e-17,1.78356241672907e-18
193.0,6.24503353099276e-17,1.77234092043439e-18
194.0,6.2422975185555e-17,1.7612533270472385e-18
195.0,6.239727544038943e-17,1.7502973628792194e-18
196.0,6.237168771055544e-17,1.7394708043350146e-18
197.0,6.234621072087439e-17,1.7287714765584345e-18
198.0,6.231930995241119e-17,1.71819725212155e-18
199.0,6.229404307891183e-17,1.7077460497556853e-18
200.0,6.226887314388556e-17,1.6974158331224798e-18
201.0,6.224380049098111e-17,1.6872046096235947e-18
202.0,6.221730267001712e-17,1.677110429247792e-18
203.0,6.219241281387955e-17,1.6671313834539056e-18
204.0,6.216760705823672e-17,1.6572656040884505e-18
205.0,6.214288443195853e-17,1.647511262336658e-18
