0.000000000000000000e+00,7.183185694180974610e-05,2.700176003915876833e-04
1.000000000000000000e+00,7.183212232005368927e-05,2.700181107077453415e-04
2.000000000000000000e+00,7.183265306966549765e-05,2.700191313421472050e-04
3.000000000000000000e+00,7.183344917689376077e-05,2.700206622989667475e-04
4.000000000000000000e+00,7.183451062111311793e-05,2.700227035844637185e-04
5.000000000000000000e+00,7.183583737482630469e-05,2.700252552069849028e-04
6.000000000000000000e+00,7.183742940366710729e-05,2.700283171769635778e-04
7.000000000000000000e+00,7.183928666640360171e-05,2.700318895069198392e-04
8.000000000000000000e+00,7.184140911494269377e-05,2.700359722114608718e-04
9.000000000000000000e+00,7.184379669433471345e-05,2.700405653072804075e-04
1.000000000000000000e+01,7.184644934277918823e-05,2.700456688131593216e-04
1.100000000000000000e+01,7.184936699163110439e-05,2.700512827499655785e-04
1.200000000000000000e+01,7.185254956540788657e-05,2.700574071406542861e-04
1.300000000000000000e+01,7.185599698179714976e-05,2.700640420102677500e-04
1.400000000000000000e+01,7.185970915166496641e-05,2.700711873859356900e-04
1.500000000000000000e+01,7.186368597906512277e-05,2.700788432968754030e-04
1.600000000000000000e+01,7.186792736124879538e-05,2.700870097743916548e-04
1.700000000000000000e+01,7.187243318867504076e-05,2.700956868518771133e-04
1.800000000000000000e+01,7.187720334502204400e-05,2.701048745648123488e-04
1.900000000000000000e+01,7.188223770719889588e-05,2.701145729507659966e-04
2.000000000000000000e+01,7.188753614535822387e-05,2.701247820493950279e-04
2.100000000000000000e+01,7.189309852290940578e-05,2.701355019024446959e-04
2.200000000000000000e+01,7.189892469653254249e-05,2.701467325537490233e-04
2.300000000000000000e+01,7.190501451619312173e-05,2.701584740492307484e-04
2.400000000000000000e+01,7.191136782515726469e-05,2.701707264369019213e-04
2.500000000000000000e+01,7.191798446000779933e-05,2.701834897668634701e-04
2.600000000000000000e+01,7.192486425066098418e-05,2.701967640913059601e-04
2.700000000000000000e+01,7.193200702038382848e-05,2.702105494645098104e-04
2.800000000000000000e+01,7.193941258581223899e-05,2.702248459428451856e-04
2.900000000000000000e+01,7.194708075696969543e-05,2.702396535847727006e-04
3.000000000000000000e+01,7.195501133728671183e-05,2.702549724508432035e-04
3.100000000000000000e+01,7.196320412362104343e-05,2.702708026036985348e-04
3.200000000000000000e+01,7.197165890627835422e-05,2.702871441080715816e-04
3.300000000000000000e+01,7.198037546903371126e-05,2.703039970307862775e-04
3.400000000000000000e+01,7.198935358915386508e-05,2.703213614407586865e-04
3.500000000000000000e+01,7.199859303741992301e-05,2.703392374089964075e-04
3.600000000000000000e+01,7.200809357815086281e-05,2.703576250085995493e-04
3.700000000000000000e+01,7.201785496922777819e-05,2.703765243147607852e-04
3.800000000000000000e+01,7.202787696211863922e-05,2.703959354047656238e-04
3.900000000000000000e+01,7.203815930190382534e-05,2.704158583579931684e-04
4.000000000000000000e+01,7.204870172730230881e-05,2.704362932559159537e-04
4.100000000000000000e+01,7.205950397069842096e-05,2.704572401821007054e-04
4.200000000000000000e+01,7.207056575816937738e-05,2.704786992222083940e-04
4.300000000000000000e+01,7.208188680951346718e-05,2.705006704639949938e-04
4.400000000000000000e+01,7.209346683827882497e-05,2.705231539973115915e-04
4.500000000000000000e+01,7.210530555179277214e-05,2.705461499141048197e-04
4.600000000000000000e+01,7.211740265119216090e-05,2.705696583084176159e-04
4.700000000000000000e+01,7.212975783145394884e-05,2.705936792763891140e-04
4.800000000000000000e+01,7.214237078142662722e-05,2.706182129162554035e-04
4.900000000000000000e+01,7.215524118386236756e-05,2.706432593283501255e-04
5.000000000000000000e+01,7.216836871544958835e-05,2.706688186151044728e-04
5.100000000000000000e+01,7.218175304684637560e-05,2.706948908810479491e-04
5.200000000000000000e+01,7.219539384271439128e-05,2.707214762328089648e-04
5.300000000000000000e+01,7.220929076175351354e-05,2.707485747791150000e-04
5.400000000000000000e+01,7.222344345673701910e-05,2.707761866307934178e-04
5.500000000000000000e+01,7.223785157454748387e-05,2.708043119007716806e-04
5.600000000000000000e+01,7.225251475621326637e-05,2.708329507040780010e-04
5.700000000000000000e+01,7.226743263694554681e-05,2.708621031578419382e-04
5.800000000000000000e+01,7.228260484617609791e-05,2.708917693812948314e-04
5.900000000000000000e+01,7.229803100759559799e-05,2.709219494957703961e-04
6.000000000000000000e+01,7.231371073919263506e-05,2.709526436247050498e-04
6.100000000000000000e+01,7.232964365329317183e-05,2.709838518936389415e-04
6.200000000000000000e+01,7.234582935660072893e-05,2.710155744302159518e-04
