2.0,-2.183601119444494e-08,1.0486274247157044e-08,-3.670898914754813e-10
3.0,-5.2930361629681385e-08,2.190022398994516e-08,-1.1825033836296857e-08
4.0,-1.402416128078552e-07,3.7592319790265755e-08,-5.067816678918778e-08
5.0,-1.9640061448587556e-07,4.4223562006615445e-08,-9.524213337284643e-08
6.0,-3.378150550968967e-07,4.229616756387446e-08,-1.7453171917950606e-07
7.0,-5.751257670644248e-07,4.299204700205442e-09,-3.0102770193504614e-07
8.0,-7.972115572771114e-07,-5.705027734146283e-08,-4.2141429517314606e-07
9.0,-8.119576529445509e-07,-7.942919454203768e-08,-4.353163884114081e-07
10.0,-8.913912791935535e-07,-7.167855699413942e-08,-4.573003474001083e-07
11.0,-1.0139730684186853e-06,-4.999959282052363e-08,-4.840048276064985e-07
12.0,-1.1362745197793635e-06,-1.825555772242926e-08,-4.848871241969283e-07
13.0,-1.3205788286507792e-06,1.9286967216387853e-08,-5.2106865001501e-07
14.0,-1.4980560603575669e-06,6.611875233435974e-08,-5.739715935025838e-07
15.0,-1.6003214713636948e-06,1.2591334613814253e-07,-6.005736621070501e-07
16.0,-1.6458144348597976e-06,1.8861471018395613e-07,-6.194116061571775e-07
17.0,-1.5864102731192212e-06,2.21532605715601e-07,-6.138298282691536e-07
18.0,-1.4208102700690853e-06,2.1386838812505832e-07,-5.806244824749092e-07
19.0,-1.2347212654351134e-06,1.811920111562694e-07,-5.507447844034658e-07
20.0,-1.0467300587995058e-06,1.5369071409512558e-07,-5.202243383781906e-07
21.0,-8.435662803633734e-07,1.5394235384711474e-07,-4.761182004251925e-07
22.0,-6.593440026763367e-07,1.8502900498989487e-07,-4.229666901835431e-07
23.0,-4.917208219613639e-07,2.3115168781047017e-07,-3.7891852976866887e-07
24.0,-3.260010562986507e-07,2.7041523816654615e-07,-3.366863947485202e-07
25.0,-1.7827842776983912e-07,2.8697572510371733e-07,-3.1381681544397044e-07
26.0,-4.1274414575696725e-08,2.7872989005130577e-07,-3.012209998972248e-07
27.0,8.703547901457319e-08,2.4888802604651845e-07,-3.0661315335512494e-07
28.0,2.0230523504616651e-07,2.0438475410942958e-07,-3.270468137564221e-07
29.0,3.057213267699331e-07,1.5335595897243283e-07,-3.6040240242774333e-07
30.0,4.010210847661028e-07,1.0885787397893178e-07,-3.9891194219907706e-07
31.0,4.847195254185486e-07,8.266088010333291e-08,-4.386890617034388e-07
32.0,5.620184034701099e-07,7.905365820677505e-08,-4.742341715108035e-07
33.0,6.309198633629836e-07,9.043807818427683e-08,-5.115111507638611e-07
34.0,6.928078842993213e-07,1.0410175912843506e-07,-5.512656205860323e-07
35.0,7.476380937563428e-07,1.1024949533281095e-07,-6.009124281143849e-07
