2.0,1.2157051034574474e-08,1.642713787221848e-08,1.1541492100416737e-08
3.0,4.035760495393058e-08,3.431180924882184e-08,3.141426269955663e-08
4.0,1.1835159319262724e-07,5.592537768547595e-08,7.616769213802954e-08
5.0,2.1605464447317028e-07,6.206107190613845e-08,1.234096067626224e-07
6.0,3.950382692211131e-07,4.542351980385986e-08,1.8546203396721468e-07
7.0,6.088368762059629e-07,-1.269574100811915e-08,2.2888309106744014e-07
8.0,7.854530489218925e-07,-6.136004979662962e-08,2.881393329656424e-07
9.0,8.889428843999697e-07,-6.607841379948811e-08,3.707555954245985e-07
10.0,1.023254818932546e-06,-5.044804954131126e-08,4.900290303407787e-07
11.0,1.3627819516040352e-06,-9.712477974909202e-08,5.597894324116484e-07
12.0,1.6710798933413191e-06,-6.86343107679912e-08,6.758338751429359e-07
13.0,2.0332650320094002e-06,-1.7580119223890727e-08,8.175024161112407e-07
14.0,2.450704877740673e-06,1.966651443147065e-08,9.77233450146733e-07
15.0,2.887731110591485e-06,3.031372296603484e-08,1.1274272407443045e-06
16.0,3.3596272714786557e-06,1.4043425511221648e-08,1.2771463523009544e-06
17.0,3.8119293674526364e-06,-2.6393208582054615e-08,1.413009345589499e-06
18.0,4.237460563118175e-06,-7.970180151357237e-08,1.5439505872875755e-06
19.0,4.624441649532529e-06,-1.326330843648712e-07,1.6716894933022856e-06
20.0,4.990118044972547e-06,-1.7009833617771772e-07,1.8041885691277952e-06
21.0,5.3207750711817375e-06,-1.8325126768987829e-07,1.9324993349089143e-06
22.0,5.6406006778989074e-06,-1.7261671557276271e-07,2.0654005130588457e-06
23.0,5.933060224343106e-06,-1.485172041713443e-07,2.1930922125793976e-06
24.0,6.2056697964137085e-06,-1.2438176774565722e-07,2.316440409620666e-06
25.0,6.443496176499532e-06,-1.1077968613600616e-07,2.4255612399884843e-06
26.0,6.658079513742538e-06,-1.1137800165021565e-07,2.523631161467845e-06
27.0,6.837146316606877e-06,-1.273293122667956e-07,2.5983495684053675e-06
28.0,6.994101334593832e-06,-1.572944172571783e-07,2.657138401402462e-06
29.0,7.1255234636114645e-06,-1.9747633831818308e-07,2.6888344006176664e-06
30.0,7.244298402887406e-06,-2.3736240421646336e-07,2.704398808504514e-06
31.0,7.3475349178212856e-06,-2.650135303184798e-07,2.6945022426022257e-06
32.0,7.444779144219461e-06,-2.737117319835966e-07,2.6704888741469655e-06
33.0,7.5313006084570944e-06,-2.6779129696448654e-07,2.6213228203699615e-06
34.0,7.612453708525807e-06,-2.5833403257360296e-07,2.5578976271743233e-06
35.0,7.684876684275337e-06,-2.5553328853843055e-07,2.4693051066742995e-06
36.0,7.754524985765691e-06,-2.6222493629411243e-07,2.367205145888469e-06
37.0,7.817965219247092e-06,-2.77514124782834e-07,2.2408870699976015e-06
38.0,7.880015344192225e-06,-3.005376453368858e-07,2.1013841017351176e-06
39.0,7.93802686084573e-06,-3.324946704558585e-07,1.9370179417706234e-06
40.0,7.99595418925382e-06,-3.7178168413859776e-07,1.7602643889081098e-06
41.0,8.052247594354838e-06,-4.1221405849223473e-07,1.5598472330611302e-06
42.0,8.110498140251474e-06,-4.4445557584323934e-07,1.3466763207147438e-06
43.0,8.16887382368311e-06,-4.631712658843402e-07,1.1098783487683973e-06
44.0,8.230816184377783e-06,-4.708802500925479e-07,8.630594185805073e-07
45.0,8.293997035448255e-06,-4.769661099829147e-07,5.967053087063161e-07
46.0,8.360111304864286e-06,-4.897952359921774e-07,3.255377155115883e-07
47.0,8.427452655029711e-06,-5.118861794093339e-07,3.987565795239226e-08
48.0,8.49742543714562e-06,-5.395399472285084e-07,-2.480607608456186e-07
49.0,8.569038455960574e-06,-5.68629443997252e-07,-5.506320456441215e-07
50.0,8.64644481992729e-06,-5.979288652143382e-07,-8.579465431945781e-07
51.0,8.728000956248822e-06,-6.295754231237382e-07,-1.1806593679105857e-06
52.0,8.813578618978152e-06,-6.645818466415873e-07,-1.5051496582016734e-06
53.0,8.901197714997428e-06,-7.006960239043414e-07,-1.8434410197352113e-06
54.0,8.992687873649905e-06,-7.323694691494439e-07,-2.1859286277986105e-06
55.0,9.087954749846526e-06,-7.554047431274281e-07,-2.5450417670142935e-06
56.0,9.18967639543258e-06,-7.703482589314083e-07,-2.9094908625614866e-06
57.0,9.297137230952575e-06,-7.836892030616164e-07,-3.2860085782063626e-06
58.0,9.40984910565643e-06,-8.03524191028982e-07,-3.659203486183343e-06
59.0,9.52622097309415e-06,-8.348153565594325e-07,-4.0366270972236675e-06
60.0,9.646126745336227e-06,-8.756527668435275e-07,-4.408277076263877e-06
61.0,9.769835404676923e-06,-9.192921978443834e-07,-4.786483417577861e-06
62.0,9.900259037873268e-06,-9.585061026910301e-07,-5.167848676973316e-06
63.0,1.0038942211008563e-05,-9.906458801124954e-07,-5.564227062980409e-06
64.0,1.0185040936446402e-05,-1.0183137034241394e-06,-5.964619366556644e-06
65.0,1.0338317526807637e-05,-1.0473567260142912e-06,-6.374013671854655e-06
66.0,1.0490391335390106e-05,-1.081922708286383e-06,-6.776173803255476e-06
67.0,1.06458740877458e-05,-1.1224803898101414e-06,-7.177625455161395e-06
68.0,1.0811518615433849e-05,-1.165411188870046e-06,-7.5749616066293e-06
69.0,1.0988122944781324e-05,-1.206302356416383e-06,-7.98284597703468e-06
70.0,1.1173012068826866e-05,-1.242515309946607e-06,-8.394170008579213e-06
71.0,1.1363329354798416e-05,-1.2754972012917237e-06,-8.81499908849168e-06
72.0,1.1557001201846004e-05,-1.3094975033556815e-06,-9.234069667298228e-06
73.0,1.1755305820337453e-05,-1.3492556627744617e-06,-9.651357424705992e-06
74.0,1.1958914910343154e-05,-1.3967552731533322e-06,-1.005645491134866e-05
75.0,1.2179457843003124e-05,-1.45056451452196e-06,-1.0465990419639265e-05
76.0,1.2407807913198103e-05,-1.505712008928302e-06,-1.087284600572721e-05
77.0,1.2643397964045914e-05,-1.5570227522453715e-06,-1.1288399911948176e-05
78.0,1.2883716264365473e-05,-1.6013672039666776e-06,-1.1707167689557491e-05
79.0,1.3127235564055781e-05,-1.6399027228449828e-06,-1.2131824416971242e-05
80.0,1.3378833348961753e-05,-1.6771845095574525e-06,-1.2550995889182657e-05
81.0,1.3643767165513234e-05,-1.7194912281017716e-06,-1.2969717108547674e-05
82.0,1.3921220602768918e-05,-1.7711833274749964e-06,-1.3379541419999064e-05
83.0,1.4207295384595811e-05,-1.8332659228312992e-06,-1.3784883947969074e-05
84.0,1.4503801107835464e-05,-1.9023964297791209e-06,-1.41825766828275e-05
85.0,1.47903047344964e-05,-1.972276707369731e-06,-1.4574956261260778e-05
86.0,1.5089439262380664e-05,-2.0373279677209117e-06,-1.4966549246857856e-05
87.0,1.5409209812964102e-05,-2.094541238690281e-06,-1.5371237214077905e-05
88.0,1.5743915071901623e-05,-2.1440798734142953e-06,-1.578179197728754e-05
89.0,1.6087594499988216e-05,-2.1897860169101046e-06,-1.619590639992199e-05
90.0,1.6437440263042764e-05,-2.237224768356075e-06,-1.660097642669196e-05
91.0,1.679109057358304e-05,-2.292080969790253e-06,-1.69970764768186e-05
92.0,1.714925251091066e-05,-2.3573265686504147e-06,-1.7375812306166334e-05
93.0,1.7519317294152404e-05,-2.432832652131735e-06,-1.774459600132016e-05
94.0,1.7906063237408058e-05,-2.514824430045254e-06,-1.810584788508832e-05
95.0,1.8314952373847812e-05,-2.598016781132761e-06,-1.847117683453484e-05
96.0,1.8726575364536976e-05,-2.6761027103476486e-06,-1.8836104419181242e-05
97.0,1.9135107043212926e-05,-2.745350824345493e-06,-1.9203458955905905e-05
98.0,1.954323896072393e-05,-2.8048720798310457e-06,-1.9565769524971122e-05
99.0,1.9967977839543014e-05,-2.8577994300044184e-06,-1.9928924213249076e-05
100.0,2.0416038659184566e-05,-2.9092782182658957e-06,-2.0288960914826773e-05
101.0,2.0880588728610763e-05,-2.965195234510186e-06,-2.0644483868545835e-05
102.0,2.1352047571375365e-05,-3.0297617608231665e-06,-2.0984233595764217e-05
103.0,2.1826866446818733e-05,-3.1052153767129123e-06,-2.1308732782611066e-05
104.0,2.2302412583437986e-05,-3.1904857062670346e-06,-2.161383264870841e-05
105.0,2.2783498433578887e-05,-3.2823216442828684e-06,-2.1906490511839588e-05
106.0,2.327761730978839e-05,-3.3755154881104967e-06,-2.2189115407030192e-05
107.0,2.3794508713566134e-05,-3.465180002763243e-06,-2.247365247699205e-05
108.0,2.4324965727878155e-05,-3.5468707779620957e-06,-2.2760974768815092e-05
109.0,2.4856099453534062e-05,-3.6183431934740666e-06,-2.3048136353304912e-05
110.0,2.5376468153765146e-05,-3.679561537333998e-06,-2.3325913889718036e-05
111.0,2.589348781001841e-05,-3.733464778235973e-06,-2.3592944433379657e-05
