,0
0,3.5305050102159473e-06
1,3.7110808211647866e-06
2,3.900892597904773e-06
3,4.100412735180514e-06
4,4.310137789453948e-06
5,4.530589714711031e-06
6,4.762317161476606e-06
7,5.005896842270377e-06
8,5.2619349669022734e-06
9,5.5310687511793034e-06
10,5.813968002778692e-06
11,6.111336788234161e-06
12,6.423915185184052e-06
13,6.75248112424222e-06
14,7.097852325075662e-06
15,7.460888331507287e-06
16,7.842492650708707e-06
17,8.243615001806975e-06
18,8.665253679501488e-06
19,9.108458038573529e-06
20,9.574331105471766e-06
21,1.0064032323473295e-05
22,1.0578780438252309e-05
23,1.1119856531037767e-05
24,1.1688607206908942e-05
25,1.228644794616367e-05
26,1.2914866627100052e-05
27,1.3575427228978946e-05
28,1.4269773724382976e-05
29,1.4999634170659267e-05
30,1.5766825010628374e-05
31,1.6573255593262926e-05
32,1.7420932925586778e-05
33,1.8311966667620965e-05
34,1.9248574382807724e-05
35,2.02330870569795e-05
36,2.126795489960835e-05
37,2.2355753441773623e-05
38,2.349918994602423e-05
39,2.470111014408807e-05
40,2.596450531919716e-05
41,2.7292519750654566e-05
42,2.868845853917089e-05
43,3.015579583244556e-05
44,3.169818347146449e-05
45,3.33194600790325e-05
46,3.5023660613159695e-05
47,3.6815026409077764e-05
48,3.869801573487836e-05
49,4.06773148870439e-05
50,4.2757849853484844e-05
51,4.494479857310994e-05
52,4.724360382244029e-05
53,4.965998676133917e-05
54,5.219996117156921e-05
55,5.486984842361348e-05
56,5.7676293209009143e-05
57,6.06262800773475e-05
58,6.372715081909697e-05
59,6.698662273751055e-05
60,7.041280785509237e-05
61,7.401423310242274e-05
62,7.779986153958757e-05
63,8.177911466302646e-05
64,8.596189585331595e-05
65,9.035861502224378e-05
66,9.498021452051431e-05
67,9.983819637056343e-05
68,0.0001049446508922584
69,0.00011031228679272501
70,0.00011595446279518841
71,0.0001218852208855437
72,0.00012811932125939907
73,0.00013467227905656574
74,0.00014156040297441856
75,0.00014880083585622504
76,0.00015641159735545868
77,0.00016441162878227646
78,0.00017282084024377304
79,0.00018166016019533152
80,0.0001909515875263925
